Type,Subject,Keywords,Release date,description,title,link
Data,Health,AIDS deaths; AIDS; Aboriginal peoples; Access to health care; Age specific mortality rates; Alcohol consumption; Alcoholic beverages; Arthritis; Asthma; Bed occupancy rate; Body mass index; Breast cancer; Breast examinations; Breast feeding; Cancer; Chronic health problems; Colorectal cancer; Days of care; Deaths; Depression; Determinants of health; Diabetes; Emotional well-being; Expenditures; Food consumption; Health behaviours; Health indicators; Health professionals; Health risk factors; Health surveys; Health system; High blood pressure; Hip replacement; Hospital admissions; Hospital morbidity; Hospital separations; Hospital utilization; Housing conditions; Hysterectomy; Immigrants; Immunization; Infant mortality; Influenza; Job satisfaction; Knee replacement; Labour force; Life expectancy; Lifestyle; Live births; Lone-parent families; Low birth weight; Low income cutoffs; Mammography; Medical check-ups; Medical education; Mortality rates; Mortality; Obesity; Obstetrics; Pain and discomfort; Pap smears; Pediatrics; Perinatal mortality; Physical activity; Population distribution; Respiratory diseases; Seniors; Sexually transmitted diseases; Stillbirths; Stress; Suicide; Surgery; Teenage pregnancies; Tobacco use; Working conditions,2018-08-22,"Over 80 indicators measure the health of the Canadian population and the effectiveness of the health care system. Designed to provide comparable information at the health region and provincial/territorial levels, these data are produced from a wide range of the most recently available sources. This Internet publication is produced by Statistics Canada and the Canadian Institute for Health Information. ",Health Indicators,/n1/en/catalogue/82-221-x
Data,Health,Analytical products; Determinants of health; Diet; Eating habits; Food; Food consumption; Health status indicators; Health surveys; Nutrition,2007-10-05,"Using the CCHS 2.2 data from 2004, this report provides summary data tables about the nutrient intakes from food obtained by Canadians. Data are reported according to 14 dietary reference intake (DRI) age-sex groups and for 13 geographical areas including the 10 provinces, Atlantic Region, Prairie Region and Canada. For nutrients that have DRIs, the tables compare usual intake to the DRIs. ","Nutrient Intakes from Food, Volume 1",/n1/en/catalogue/82-620-m2007003
Data,Health,Aboriginal languages; Aboriginal peoples; Child care; Children; Educational attainment; Family characteristics; Food; Housing; Income; Information and communication technologies; Inuit; Labour force activity; Languages; Living conditions; Métis; Nutrition; Off-reserve population; Social activities; Status Indians; Youth,2009-01-16,"The online product 2006 Profile of Aboriginal Children, Youth and Adults provides an extensive set of data about Aboriginal children, youth and adults (Métis, Inuit and off-reserve North American Indian) living in urban, rural and northern locations across Canada.  Key indicators from the 2006 Aboriginal Children's Survey (ACS) and the 2006 Aboriginal Peoples Survey (APS) are presented as part of an interactive online tool and provide data on a wide range of topics, including: family and community; childcare; nurturing; healthy living; food and nutrition; languages; education; social activities; labour activity; income; communications technology; housing; and community wellness. These data can be used to better understand the social and living conditions of Aboriginal people.  Data are presented for Aboriginal Peoples using the concepts of Aboriginal identity, Treaty Indian or Registered Indian status (as defined by the Indian Act of Canada) and Aboriginal ancestry. ","2006 Profile of Aboriginal Children, Youth and Adults",/n1/en/catalogue/89-635-x
Data,Health,Aboriginal peoples; Arthritis; Asthma; Children; Diabetes; Educational attainment; Health professionals; Health status indicators; High blood pressure; Inuit; Rheumatism; School leavers; Stomach ulcers; Tobacco use; Tuberculosis,2008-12-19,"A series of supporting data tables accompanies the Inuit analytical article from the 2006 Aboriginal Peoples Survey (APS). These tables provide data at the national level, for each of the four Inuit regions (Nunatsiavut, Nunavik, Nunavut and the Inuvialuit region), along with data for Inuit outside these regions for major themes covered in the analytical article. Data for the Inuit identity population aged 15 and over are provided for: Participation in harvesting activities; diagnosed with arthritis/rheumatism, high blood pressure, asthma, stomach problems or intestinal ulcers, heart problems, tuberculosis and diabetes; smoking status; self-rated health status and; reasons for not completing elementary or secondary school. For Inuit children aged 6 to 14, tables include: contact with a pediatrician, general practitioner or family physician in past 12 months; contact with another medical specialist and; food insecurity. ",Inuit Health and Social Conditions: Supporting Data Tables,/n1/en/catalogue/89-637-x2008002
Data,Agriculture,Organic farming,2014-11-17,This dot-density map shows the number of farms reporting certified and/or transitional organic products in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Farms reporting certified and/or transitional organic, 2011",/n1/en/catalogue/95-634-x201400114051
Data,Agriculture,Field crops,2014-11-17,This dot-density map shows the change in field crop (excluding hay) area between the 2006 and 2011 Census of Agriculture by 2011 Census Division and the 2011 agricultural ecumene.,Field crop (excluding hay) area change between 2006 and 2011,/n1/en/catalogue/95-634-x201400114052
Data,Agriculture,Wheat; Durum wheat,2014-11-17,This dot-density map shows the durum wheat area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Durum wheat area, 2011",/n1/en/catalogue/95-634-x201400114053
Data,Agriculture,Wheat,2014-11-17,This dot-density map shows the spring wheat area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Spring wheat area, 2011",/n1/en/catalogue/95-634-x201400114054
Data,Agriculture,Grains; Fodder crops,2014-11-17,This dot-density map shows the change in small grains and hay area between the 2006 and 2011 Census of Agriculture by 2011 Census Division and the 2011 agricultural ecumene.,Small grains and hay area change between 2006 and 2011,/n1/en/catalogue/95-634-x201400114056
Data,Agriculture,Corn; Grains,2014-11-17,This dot-density map shows corn for grain area under cultivation in 2011 by the 2011 Census Division and the 2011 agricultural ecumene.,"Corn for grain area, 2011",/n1/en/catalogue/95-634-x201400114057
Data,Agriculture,Crops,2014-11-17,This dot-density map shows the pulse crop area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Pulse crop area, 2011",/n1/en/catalogue/95-634-x201400114058
Data,Agriculture,Canola,2014-11-17,This dot-density map shows the canola area under cultivation in 2011 by 2011 Census Division and the 2011 agriculture ecumene.,"Canola area, 2011",/n1/en/catalogue/95-634-x201400114059
Data,Agriculture,Canola,2014-11-17,"This map shows the area of canola as a percentage of the land in crops in 2011, by 2011 Census Division and the 2011 agricultural ecumene.","Canola area as a percentage of cropland, 2011",/n1/en/catalogue/95-634-x201400114060
Data,Agriculture,Canola,2014-11-17,This dot-density map shows the change in canola area between the 2006 and 2011 Census of Agriculture by 2011 Census Division and the 2011 agricultural ecumene.,Canola area change between 2006 and 2011,/n1/en/catalogue/95-634-x201400114061
Data,Agriculture,Soybeans,2014-11-17,This dot-density map shows the soybean area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Soybean area, 2011",/n1/en/catalogue/95-634-x201400114062
Data,Agriculture,Soybeans,2014-11-17,"This map shows the area of soybean as a percentage of the land in crops in 2011, by 2011 Census Division and the 2011 agricultural ecumene.","Soybean area as a percentage of cropland, 2011",/n1/en/catalogue/95-634-x201400114063
Data,Agriculture,Soybeans,2014-11-17,This dot-density map shows the change in soybean area between the 2006 and 2011 Census of Agriculture by 2011 Census Division and the 2011 agricultural ecumene.,Soybean area change between 2006 and 2011,/n1/en/catalogue/95-634-x201400114064
Data,Agriculture,Field crops; Vegetables,2014-11-17,This dot-density map shows the field vegetable area (excluding greenhouse vegetables) under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Field vegetable area (excluding greenhouse vegetables), 2011",/n1/en/catalogue/95-634-x201400114066
Data,Agriculture,Grapes; Fruit,2014-11-17,This dot-density map shows grape area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Grape area, 2011",/n1/en/catalogue/95-634-x201400114067
Data,Agriculture,Fruit; Apples,2014-11-17,This dot-density map shows the apple area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Apple area, 2011",/n1/en/catalogue/95-634-x201400114068
Data,Agriculture,Fruit; Blueberries,2014-11-17,This dot-density map shows the blueberry area under cultivation in 2011 by 2011 Census Division and the 2011 agricultural ecumene.,"Blueberry area, 2011",/n1/en/catalogue/95-634-x201400114069
