Description,Link,Title
"This activity looks at the differences and similarities in raising dairy cattle and beef cattle, and the differences in the way the two industries operate. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004007,Dairy and Beef - Contrasting Industries
This activity focuses on new initiatives to improve food safety and animal health through ear tag identification systems. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004008,A Tag in Every Ear
"This activity considers some of the new produce we are seeing in Canadian grocery stores. It looks at the origins of these vegetables, and how they made it to the produce aisle. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004009,What's in Your Grocery Cart?
"This activity explores the use of pesticides in protecting crops, including the risks and benefits. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004011,Protecting Crops from Pests
Western Canadian grain farmers are seeing profound economic and technological changes in their industry. This activity looks at the ways in which these trends have affected grain elevators and grain transportation in Western Canada. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004013,Grain Elevators Getting Bigger but Fewer
"This activity looks at declining demand for fall rye and the resultant decline in the amount grown on the Prairies. Using rye as a case study, we see how changes in agricultural practices and changes in the population affect what farmers grow. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004014,The Rise and Fall of Fall Rye
This activity focusses on the increase in potato production in Western Canada. It discusses how scientists and growers are discovering that soil and climate conditions in Western Canada are well suited to growing potatoes. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004015,Bud the Spud Moves West
This activity looks at how Canada's grape industry has transformed itself in the wake of the Canada-U.S. Free Trade Agreement. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004016,From Concord to Chardonnay: Canada's Grape Transformation
"This activity looks at all aspects of organic farming, helping students to understand what 'organic' really means. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004018,There's More to Organic Farming than Being Pesticide-free
"This activity focusses on changes in the way in which fruit and vegetable producers are selling their produce. Using the pumpkin industry as a case study, it examines the agri-tourism trend. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004019,The Pumpkin Patch - A Venture in Agri-tourism
"This activity focusses on fat in our diet. The discussion centres on the nutritional benefits of omega fatty acids, which are found in hemp and other oilseeds. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004020,There's Omegas in Those Hemp Seeds
"In this activity, students learn about the different medicinal herbs that are being grown on Canadian farms. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004021,Growing Herbs for the Medicine Chest
This activity looks at changes in pig production and the factors behind them. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004024,Pig Production Is Getting Bigger and More Specialized
The issue of biotechnology in agriculture has generated much debate. This activity is designed to help students better understand biological systems for producing materials and their advantages over synthetic systems. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004026,A Science-fiction Harvest
This activity looks at changes in technology and how they affect the dairy industry. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004029,Dairy Farming Goes High Tech
"This activity looks at the increase in greenhouse area in Canada, and how this industry is changing. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004030,What's Growing Under Glass?
This activity looks at how greenhouses in the North are changing the ways in which people in more remote regions of the country have access to fresh produce for a longer part of the year. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004031,Fresh Produce North of 60
This activity looks at tapping Manitoba maple trees for their sap in Saskatchewan and Manitoba in order to make maple syrup. ,https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004032,Tapping the Manitoba Maple - A Prairie Cottage Industry
"This activity focuses on dairy goats, their care and their increasing place in the Canadian food supply system. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004033,The Little Devils Are Everywhere!
"It is becoming more common for farms to raise animals other than cows, pigs and chickens. This activity looks at the increase in alternative livestock operations in Canada. ",https://www150.statcan.gc.ca/n1/en/catalogue/96-328-m2004034,Stop the Car! Are Those Llamas in That Field?
